timestamp,x,y,z,color,mesh
0,-240,364,-79,#043941,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
1,24,-153,68,#db43b6,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
2,215,-302,297,#2e9603,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
3,234,299,134,#54daa0,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
4,371,-94,363,#ec0414,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
5,81,251,-225,#a4758b,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
6,-202,-268,-350,#56b0f3,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
7,274,113,-310,#f0d56e,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
8,127,147,332,#ac096f,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
9,261,-53,209,#e25a0e,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
10,-226,-254,275,#b94dec,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
11,196,82,-171,#9eb4f8,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
12,-214,-124,161,#aca26c,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
13,241,-86,-324,#9ecb4f,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
14,391,119,349,#25c87d,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
15,363,-376,-114,#652357,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
16,-153,-145,-267,#60ccc8,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
17,347,55,-10,#c3b231,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
18,322,151,161,#80316f,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
19,143,-44,-71,#cf8e55,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
20,255,-214,288,#54e4b3,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
