timestamp,x,y,z,color,mesh
0,-203,229,119,#4ca574,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
1,351,2,-47,#35fe0a,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
2,257,312,-79,#963568,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
3,163,396,-290,#8844e1,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
4,40,-293,-256,#b23732,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
5,-1,-251,-149,#d5dcde,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
6,-83,305,337,#3c17a2,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
7,-326,316,149,#a39713,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
8,380,227,219,#6d7310,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
9,267,352,306,#84717b,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
10,-67,364,126,#d35985,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
11,-6,242,-270,#1e3fd5,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
12,108,-333,-64,#8e1f92,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
13,-393,-123,72,#ba0fbf,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
14,-203,159,30,#1c06b0,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
15,299,139,345,#0881d5,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
16,-215,256,190,#3d4a3a,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
17,-349,209,326,#ba7ef5,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
18,-262,-282,49,#5bd18a,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
19,-359,-366,-36,#24bda6,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
20,-220,-146,175,#f7ba8e,D:\Unreal Projects\MultiAgentSystem\SampleFiles\OBJ\Dog.obj
